home_team,away_team,home_score,home_penalties,away_score,away_penalties,attendance,venue,stage,match_date,host_country,wc_year,home_goal_scorers,away_goal_scorers,home_og_scored,away_og_scored,match_id,total_goals,scoreline,goal_difference,went_to_penalties,stage_group,decade,venue_name,venue_city,winner,result_type
Hungary,Brazil,4,0,2,0,40000,"Wankdorf Stadium, Berne",Quarter-finals,1954-06-27,Switzerland,1954,"Nándor Hidegkuti@4,Sándor Kocsis@7,Sándor Kocsis@88,Mihály Lantos@60","Júlio Botelho@65,Djalma Santos@18",0,0,1954-0812,6,4-2,2,False,Knockout,1950s,Wankdorf Stadium,Berne,Hungary,Home win
Uruguay,England,4,0,2,0,28000,"St. Jakob, Basel",Quarter-finals,1954-06-26,Switzerland,1954,"Carlos Borges@5,Obdulio Varela@39,Juan Alberto Schiaffino@46,Javier Ambrois@78","Nat Lofthouse@16,Tom Finney@67",0,0,1954-0813,6,4-2,2,False,Knockout,1950s,St. Jakob,Basel,Uruguay,Home win
Switzerland,Austria,5,0,7,0,35000,"La Pontaise, Lausanne",Quarter-finals,1954-06-26,Switzerland,1954,"Robert Ballaman@16,Josef Hügi@17,Josef Hügi@19,Robert Ballaman@39,Josef Hügi@60","Theodor Wagner@25,Alfred Körner@26,Theodor Wagner@27,Ernst Ocwirk@32,Alfred Körner@34,Theodor Wagner@53,Erich Probst@76",0,0,1954-0814,12,5-7,2,False,Knockout,1950s,La Pontaise,Lausanne,Austria,Away win
Germany,Türkiye,7,0,2,0,17000,"Hardturm, Zurich",Group stage play-off,1954-06-23,Switzerland,1954,"Ottmar Walter@7,Hans Schäfer@12,Max Morlock@30,Max Morlock@60,Fritz Walter@62,Max Morlock@77,Hans Schäfer@79","Mustafa Ertan@21,Lefter Küçükandonyadis@82",0,0,1954-0815,9,7-2,5,False,Group,1950s,Hardturm,Zurich,Germany,Home win
Switzerland,Italy,4,0,1,0,30000,"St. Jakob, Basel",Group stage play-off,1954-06-23,Switzerland,1954,"Josef Hügi@14,Robert Ballaman@48,Josef Hügi@85,Jacques Fatton@90",Fulvio Nesti@67,0,0,1954-0816,5,4-1,3,False,Group,1950s,St. Jakob,Basel,Switzerland,Home win
Hungary,Germany,8,0,3,0,56000,"St. Jakob, Basel",Group stage,1954-06-20,Switzerland,1954,"Sándor Kocsis@3,Ferenc Puskás@17,Sándor Kocsis@21,Nándor Hidegkuti@52,Nándor Hidegkuti@54,Sándor Kocsis@69,József Tóth@75,Sándor Kocsis@78","Alfred Pfaff@25,Helmut Rahn@77,Richard Herrmann@84",0,0,1954-0817,11,8-3,5,False,Group,1950s,St. Jakob,Basel,Hungary,Home win
Sweden,Bulgaria,0,0,0,0,23800,"Rheinstadion, Dï¿½Sseldorf",First round,1974-06-15,Germany,1974,,,0,0,1974-0818,0,0-0,0,False,Group,1970s,Rheinstadion,Dï¿½Sseldorf,Draw,Draw
Türkiye,Korea Republic,7,0,0,0,4000,"Charmilles, Geneva",Group stage,1954-06-20,Switzerland,1954,"Suat Mamat@10,Lefter Küçükandonyadis@18,Suat Mamat@30,Burhan Sargun@37,Burhan Sargun@64,Burhan Sargun@70,Erol Keskin@76",,0,0,1954-0819,7,7-0,7,False,Group,1950s,Charmilles,Geneva,Türkiye,Home win
Italy,Belgium,4,0,1,0,24000,"Comunale di Cornaredo, Lugano",Group stage,1954-06-20,Switzerland,1954,"Carlo Galli@48,Amleto Frignani@58,Benito Lorenzi@78,Egisto Pandolfini@41",Léopold Anoul@81,0,0,1954-0820,5,4-1,3,False,Group,1950s,Comunale di Cornaredo,Lugano,Italy,Home win
Switzerland,England,0,0,2,0,43500,"Wankdorf Stadium, Berne",Group stage,1954-06-20,Switzerland,1954,,"Jimmy Mullen@43,Dennis Wilshaw@69",0,0,1954-0821,2,0-2,2,False,Group,1950s,Wankdorf Stadium,Berne,England,Away win
Uruguay,Scotland,7,0,0,0,34000,"St. Jakob, Basel",Group stage,1954-06-19,Switzerland,1954,"Carlos Borges@17,Óscar Míguez@30,Carlos Borges@47,Julio Abbadie@54,Carlos Borges@57,Óscar Míguez@83,Julio Abbadie@85",,0,0,1954-0822,7,7-0,7,False,Group,1950s,St. Jakob,Basel,Uruguay,Home win
Brazil,Yugoslavia,1,0,1,0,24637,"La Pontaise, Lausanne",Group stage,1954-06-19,Switzerland,1954,Didi@69,Branko Zebec@48,0,0,1954-0823,2,1-1,0,False,Group,1950s,La Pontaise,Lausanne,Draw,Draw
Austria,Czechoslovakia,5,0,0,0,26000,"Hardturm, Zurich",Group stage,1954-06-19,Switzerland,1954,"Ernst Stojaspal@3,Erich Probst@4,Erich Probst@21,Erich Probst@24,Ernst Stojaspal@65",,0,0,1954-0824,5,5-0,5,False,Group,1950s,Hardturm,Zurich,Austria,Home win
France,Mexico,3,0,2,0,19000,"Charmilles, Geneva",Group stage,1954-06-19,Switzerland,1954,"Jean Vincent@19,Raymond Kopa@88","José Luis Lamadrid@54,Tomás Balcázar@85",1,0,1954-0825,5,3-2,1,False,Group,1950s,Charmilles,Geneva,France,Home win
Switzerland,Italy,2,0,1,0,43000,"La Pontaise, Lausanne",Group stage,1954-06-17,Switzerland,1954,"Robert Ballaman@18,Josef Hügi@78",Giampiero Boniperti@44,0,0,1954-0826,3,2-1,1,False,Group,1950s,La Pontaise,Lausanne,Switzerland,Home win
Italy,Haiti,3,0,1,0,53000,"Olympiastadion, Munich",First round,1974-06-15,Germany,1974,"Gianni Rivera@52,Romeo Benetti@66,Pietro Anastasi@79",Emmanuel Sanon@46,0,0,1974-0827,4,3-1,2,False,Group,1970s,Olympiastadion,Munich,Italy,Home win
Poland,Argentina,3,0,2,0,32700,"Neckarstadion, Stuttgart",First round,1974-06-15,Germany,1974,"Grzegorz Lato@7,Andrzej Szarmach@8,Grzegorz Lato@62","Ramón Heredia@60,Carlos Babington@66",0,0,1974-0828,5,3-2,1,False,Group,1970s,Neckarstadion,Stuttgart,Poland,Home win
West Germany,Chile,1,0,0,0,81100,"Olympiastadion, Berlin West",First round,1974-06-14,Germany,1974,Paul Breitner@18,,0,0,1974-0829,1,1-0,1,False,Group,1970s,Olympiastadion,Berlin West,West Germany,Home win
Germany DR,Australia,2,0,0,0,17000,"Volksparkstadion, Hamburg",First round,1974-06-14,Germany,1974,Joachim Streich@72,,1,0,1974-0830,2,2-0,2,False,Group,1970s,Volksparkstadion,Hamburg,Germany DR,Home win
Hungary,Korea Republic,9,0,0,0,13000,"Hardturm, Zurich",Group stage,1954-06-17,Switzerland,1954,"Ferenc Puskás@12,Mihály Lantos@18,Sándor Kocsis@24,Sándor Kocsis@36,Sándor Kocsis@50,Zoltán Czibor@59,Péter Palotás@75,Péter Palotás@83,Ferenc Puskás@89",,0,0,1954-0831,9,9-0,9,False,Group,1950s,Hardturm,Zurich,Hungary,Home win
Mexico,Czechoslovakia,3,0,1,0,10648,"Estadio Sausalito, Vina Del Mar",Group stage,1962-06-07,Chile,1962,"Isidoro Díaz@12,Alfredo del Águila@29,Héctor Hernández@90",Václav Mašek@1,0,0,1962-0832,4,3-1,2,False,Group,1960s,Estadio Sausalito,Vina Del Mar,Mexico,Home win
Italy,Switzerland,3,0,0,0,59828,"Nacional, Santiago De Chile",Group stage,1962-06-07,Chile,1962,"Bruno Mora@2,Giacomo Bulgarelli@65,Giacomo Bulgarelli@67",,0,0,1962-0833,3,3-0,3,False,Group,1960s,Nacional,Santiago De Chile,Italy,Home win
Germany,Türkiye,4,0,1,0,28000,"Wankdorf Stadium, Berne",Group stage,1954-06-17,Switzerland,1954,"Hans Schäfer@14,Bernhard Klodt@52,Ottmar Walter@60,Max Morlock@84",Suat Mamat@2,0,0,1954-0834,5,4-1,3,False,Group,1950s,Wankdorf Stadium,Berne,Germany,Home win
England,Belgium,4,0,4,0,14000,"St. Jakob, Basel",Group stage,1954-06-17,Switzerland,1954,"Ivor Broadis@26,Nat Lofthouse@36,Ivor Broadis@63,Nat Lofthouse@91","Léopold Anoul@5,Henri Coppens@67,Léopold Anoul@71",0,1,1954-0835,8,4-4,0,False,Group,1950s,St. Jakob,Basel,Draw,Draw
Yugoslavia,Colombia,5,0,0,0,7167,"Carlos Dittborn, Arica",Group stage,1962-06-07,Chile,1962,"Milan Gali@20,Dražan Jerkovi@25,Milan Gali@61,Vojislav Meli@82,Dražan Jerkovi@87",,0,0,1962-0836,5,5-0,5,False,Group,1960s,Carlos Dittborn,Arica,Yugoslavia,Home win
Uruguay,Czechoslovakia,2,0,0,0,20500,"Wankdorf Stadium, Berne",Group stage,1954-06-16,Switzerland,1954,"Óscar Míguez@71,Juan Alberto Schiaffino@84",,0,0,1954-0837,2,2-0,2,False,Group,1950s,Wankdorf Stadium,Berne,Uruguay,Home win
Yugoslavia,France,1,0,0,0,16000,"La Pontaise, Lausanne",Group stage,1954-06-16,Switzerland,1954,Miloš Milutinovi@15,,0,0,1954-0838,1,1-0,1,False,Group,1950s,La Pontaise,Lausanne,Yugoslavia,Home win
West Germany,Chile,2,0,0,0,67224,"Nacional, Santiago De Chile",Group stage,1962-06-06,Chile,1962,"Uwe Seeler@82,Horst Szymaniak@21",,0,0,1962-0839,2,2-0,2,False,Group,1960s,Nacional,Santiago De Chile,West Germany,Home win
Sweden,Paraguay,1,0,0,0,72000,"Olympiastadion Berlin, Berlin",Group stage,2006-06-15,Germany,2006,Freddie Ljungberg@89,,0,0,2006-0840,1,1-0,1,False,Group,2000s,Olympiastadion Berlin,Berlin,Sweden,Home win
Spain,England,1,0,0,0,74462,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Group stage,1950-07-02,Brazil,1950,Telmo Zarra@48,,0,0,1950-0841,1,1-0,1,False,Group,1950s,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro,Spain,Home win
Switzerland,Mexico,2,0,1,0,3580,"Eucaliptos, Porto Alegre",Group stage,1950-07-02,Brazil,1950,"René Bader@10,Charles Antenen@44",Horacio Casarín@89,0,0,1950-0842,3,2-1,1,False,Group,1950s,Eucaliptos,Porto Alegre,Switzerland,Home win
Brazil,Yugoslavia,2,0,0,0,142429,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Group stage,1950-07-01,Brazil,1950,"Ademir@4,Zizinho@69",,0,0,1950-0843,2,2-0,2,False,Group,1950s,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro,Brazil,Home win
Spain,Chile,2,0,0,0,19790,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Group stage,1950-06-29,Brazil,1950,"Estanislau Basora@17,Telmo Zarra@30",,0,0,1950-0844,2,2-0,2,False,Group,1950s,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro,Spain,Home win
United States,England,1,0,0,0,10151,"Independencia, Belo Horizonte",Group stage,1950-06-29,Brazil,1950,Joe Gaetjens@38,,0,0,1950-0845,1,1-0,1,False,Group,1950s,Independencia,Belo Horizonte,United States,Home win
Sweden,Paraguay,2,0,2,0,7903,"Durival de Brito, Curitiba",Group stage,1950-06-29,Brazil,1950,"Stig Sundqvist@17,Karl-Erik Palmér@26","César López Fretes@35,Atilio López@74",0,0,1950-0846,4,2-2,0,False,Group,1950s,Durival de Brito,Curitiba,Draw,Draw
Brazil,Switzerland,2,0,2,0,42032,"Pacaembu, Sao Paulo",Group stage,1950-06-28,Brazil,1950,"Alfredo II@3,Baltazar@32","Jacques Fatton@17,Jacques Fatton@88",0,0,1950-0847,4,2-2,0,False,Group,1950s,Pacaembu,Sao Paulo,Draw,Draw
Yugoslavia,Mexico,4,0,1,0,11078,"Eucaliptos, Porto Alegre",Group stage,1950-06-28,Brazil,1950,"Stjepan Bobek@20,Željko ajkovski@23,Željko ajkovski@51,Kosta Tomaševi@81",Héctor Ortiz@89,0,0,1950-0848,5,4-1,3,False,Group,1950s,Eucaliptos,Porto Alegre,Yugoslavia,Home win
Sweden,Italy,3,0,2,0,36502,"Pacaembu, Sao Paulo",Group stage,1950-06-25,Brazil,1950,"Hasse Jeppson@25,Sune Andersson@34,Hasse Jeppson@69","Riccardo Carapellese@7,Ermes Muccinelli@78",0,0,1950-0849,5,3-2,1,False,Group,1950s,Pacaembu,Sao Paulo,Sweden,Home win
England,Chile,2,0,0,0,29703,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Group stage,1950-06-25,Brazil,1950,"Stan Mortensen@39,Wilf Mannion@51",,0,0,1950-0850,2,2-0,2,False,Group,1950s,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro,England,Home win
Spain,United States,3,0,1,0,9511,"Durival de Brito, Curitiba",Group stage,1950-06-25,Brazil,1950,"Silvestre Igoa@81,Estanislau Basora@83,Telmo Zarra@89",Gino Pariani@17,0,0,1950-0851,4,3-1,2,False,Group,1950s,Durival de Brito,Curitiba,Spain,Home win
Yugoslavia,Switzerland,3,0,0,0,7336,"Independencia, Belo Horizonte",Group stage,1950-06-25,Brazil,1950,"Rajko Miti@59,Kosta Tomaševi@70,Tihomir Ognjanov@84",,0,0,1950-0852,3,3-0,3,False,Group,1950s,Independencia,Belo Horizonte,Yugoslavia,Home win
Brazil,Mexico,4,0,0,0,81649,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Group stage,1950-06-24,Brazil,1950,"Ademir@30,Jair da Rosa Pinto@65,Baltazar@71,Ademir@79",,0,0,1950-0853,4,4-0,4,False,Group,1950s,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro,Brazil,Home win
Brazil,Sweden,4,0,2,0,12000,"Stade du Parc Lescure, Bordeaux",Third-place match,1938-06-19,France,1938,"Romeu Pellicciari@44,Leônidas@63,Leônidas@74,José Perácio@80","Sven Jonasson@28,Arne Nyberg@38",0,0,1938-0854,6,4-2,2,False,Placement,1930s,Stade du Parc Lescure,Bordeaux,Brazil,Home win
Italy,Hungary,4,0,2,0,45000,"Stade Olympique, Colombes",Final,1938-06-19,France,1938,"Gino Colaussi@6,Silvio Piola@16,Gino Colaussi@35,Silvio Piola@82","Pál Titkos@8,György Sárosi@70",0,0,1938-0855,6,4-2,2,False,Final,1930s,Stade Olympique,Colombes,Italy,Home win
Hungary,Sweden,5,0,1,0,20000,"Parc des Princes, Paris",Semi-finals,1938-06-16,France,1938,"Pál Titkos@37,Gyula Zsengellér@39,György Sárosi@65,Gyula Zsengellér@85",Arne Nyberg@1,1,0,1938-0856,6,5-1,4,False,Knockout,1930s,Parc des Princes,Paris,Hungary,Home win
Italy,Brazil,2,0,1,0,33000,"Stade Vï¿½lodrome, Marseilles",Semi-finals,1938-06-16,France,1938,"Gino Colaussi@51,Giuseppe Meazza@60",Romeu Pellicciari@87,0,0,1938-0857,3,2-1,1,False,Knockout,1930s,Stade Vï¿½lodrome,Marseilles,Italy,Home win
Brazil,Czechoslovakia,2,0,1,0,18141,"Stade du Parc Lescure, Bordeaux",Quarter-finals,1938-06-14,France,1938,"Leônidas@57,Roberto@63",Vlastimil Kopecký@25,0,0,1938-0858,3,2-1,1,False,Knockout,1930s,Stade du Parc Lescure,Bordeaux,Brazil,Home win
Sweden,Cuba,8,0,0,0,7000,"Fort Carree, Antibes",Quarter-finals,1938-06-12,France,1938,"Harry Andersson@9,Gustav Wetterström@22,Gustav Wetterström@37,Gustav Wetterström@44,Tore Keller@80,Harry Andersson@81,Arne Nyberg@84,Harry Andersson@89",,0,0,1938-0859,8,8-0,8,False,Knockout,1930s,Fort Carree,Antibes,Sweden,Home win
Brazil,Czechoslovakia,1,0,1,0,22021,"Stade du Parc Lescure, Bordeaux",Quarter-finals,1938-06-12,France,1938,Leônidas@30,Oldich Nejedlý@65,0,0,1938-0860,2,1-1,0,False,Knockout,1930s,Stade du Parc Lescure,Bordeaux,Draw,Draw
Hungary,Switzerland,2,0,0,0,15000,"Victor Boucquey, Lille",Quarter-finals,1938-06-12,France,1938,"György Sárosi@40,Gyula Zsengellér@89",,0,0,1938-0861,2,2-0,2,False,Knockout,1930s,Victor Boucquey,Lille,Hungary,Home win
Italy,France,3,0,1,0,58455,"Stade Olympique, Colombes",Quarter-finals,1938-06-12,France,1938,"Gino Colaussi@9,Silvio Piola@51,Silvio Piola@72",Oscar Heisserer@10,0,0,1938-0862,4,3-1,2,False,Knockout,1930s,Stade Olympique,Colombes,Italy,Home win
Switzerland,Germany,4,0,2,0,20025,"Parc des Princes, Paris",Round of 16,1938-06-09,France,1938,"Eugen Walaschek@42,Alfred Bickel@64,André Abegglen@75,André Abegglen@78",Wilhelm Hahnemann@8,0,1,1938-0863,6,4-2,2,False,Knockout,1930s,Parc des Princes,Paris,Switzerland,Home win
Cuba,Romania,2,0,1,0,8000,"Stade Municipal, Toulouse",Round of 16,1938-06-09,France,1938,"Héctor Socorro@51,Tomás Fernández@57",tefan Dobay@35,0,0,1938-0864,3,2-1,1,False,Knockout,1930s,Stade Municipal,Toulouse,Cuba,Home win
Italy,Norway,2,0,1,0,19000,"Stade Vï¿½lodrome, Marseilles",Round of 16,1938-06-05,France,1938,"Pietro Ferraris@2,Silvio Piola@94",Arne Brustad@83,0,0,1938-0865,3,2-1,1,False,Knockout,1930s,Stade Vï¿½lodrome,Marseilles,Italy,Home win
Cuba,Romania,3,0,3,0,7000,"Stade Municipal, Toulouse",Round of 16,1938-06-05,France,1938,"Héctor Socorro@44,José Magriñá@69,Héctor Socorro@103","Silviu Bindea@35,Iuliu Barátky@88,tefan Dobay@105",0,0,1938-0866,6,3-3,0,False,Knockout,1930s,Stade Municipal,Toulouse,Draw,Draw
Hungary,Dutch East Indies,6,0,0,0,9000,"Velodrome Municipale, Reims",Round of 16,1938-06-05,France,1938,"Vilmos Kohut@13,Géza Toldi@15,György Sárosi@28,Gyula Zsengellér@35,Gyula Zsengellér@76,György Sárosi@89",,0,0,1938-0867,6,6-0,6,False,Knockout,1930s,Velodrome Municipale,Reims,Hungary,Home win
France,Belgium,3,0,1,0,30454,"Stade Olympique, Colombes",Round of 16,1938-06-05,France,1938,"Émile Veinante@1,Jean Nicolas@16,Jean Nicolas@69",Henri Isemborghs@38,0,0,1938-0868,4,3-1,2,False,Knockout,1930s,Stade Olympique,Colombes,France,Home win
Brazil,Poland,6,0,5,0,13452,"Stade de la Meinau, Strasbourg",Round of 16,1938-06-05,France,1938,"Leônidas@18,Romeu Pellicciari@25,José Perácio@44,José Perácio@71,Leônidas@93,Leônidas@104","Ernst Wilimowski@53,Ernst Wilimowski@59,Ernst Wilimowski@89,Ernst Wilimowski@118,Friedrich Scherfke@23",0,0,1938-0869,11,6-5,1,False,Knockout,1930s,Stade de la Meinau,Strasbourg,Brazil,Home win
Czechoslovakia,Netherlands,3,0,0,0,11000,"Cavee Verte, Le Havre",Round of 16,1938-06-05,France,1938,"Josef Košálek@93,Josef Zeman@111,Oldich Nejedlý@118",,0,0,1938-0870,3,3-0,3,False,Knockout,1930s,Cavee Verte,Le Havre,Czechoslovakia,Home win
Switzerland,Germany,1,0,1,0,27152,"Parc des Princes, Paris",Round of 16,1938-06-04,France,1938,André Abegglen@43,Josef Gauchel@29,0,0,1938-0871,2,1-1,0,False,Knockout,1930s,Parc des Princes,Paris,Draw,Draw
Italy,Czechoslovakia,2,0,1,0,55000,"Nazionale PNF, Rome",Final,1934-06-10,Italy,1934,"Raimundo Orsi@81,Angelo Schiavio@95",Antonín Pu@71,0,0,1934-0872,3,2-1,1,False,Final,1930s,Nazionale PNF,Rome,Italy,Home win
Germany,Austria,3,0,2,0,7000,"Giorgio Ascarelli, Naples",Third-place match,1934-06-07,Italy,1934,"Ernst Lehner@1,Edmund Conen@27,Ernst Lehner@42","Johann Horvath@28,Karl Sesta@54",0,0,1934-0873,5,3-2,1,False,Placement,1930s,Giorgio Ascarelli,Naples,Germany,Home win
Czechoslovakia,Germany,3,0,1,0,15000,"Nazionale PNF, Rome",Semi-finals,1934-06-03,Italy,1934,"Oldich Nejedlý@21,Oldich Nejedlý@69,Oldich Nejedlý@80",Rudolf Noack@62,0,0,1934-0874,4,3-1,2,False,Knockout,1930s,Nazionale PNF,Rome,Czechoslovakia,Home win
Italy,Austria,1,0,0,0,35000,"San Siro, Milan",Semi-finals,1934-06-03,Italy,1934,Enrique Guaita@19,,0,0,1934-0875,1,1-0,1,False,Knockout,1930s,San Siro,Milan,Italy,Home win
Italy,Spain,1,0,0,0,43000,"Giovanni Berta, Florence",Quarter-finals,1934-06-01,Italy,1934,Giuseppe Meazza@11,,0,0,1934-0876,1,1-0,1,False,Knockout,1930s,Giovanni Berta,Florence,Italy,Home win
Austria,Hungary,2,0,1,0,23000,"Littorale, Bologna",Quarter-finals,1934-05-31,Italy,1934,"Johann Horvath@8,Karl Zischek@51",György Sárosi@60,0,0,1934-0877,3,2-1,1,False,Knockout,1930s,Littorale,Bologna,Austria,Home win
Czechoslovakia,Switzerland,3,0,2,0,12000,"Stadio Benito Mussolini, Turin",Quarter-finals,1934-05-31,Italy,1934,"František Svoboda@24,Jií Sobotka@49,Oldich Nejedlý@82","Leopold Kielholz@18,Willy Jäggi@78",0,0,1934-0878,5,3-2,1,False,Knockout,1930s,Stadio Benito Mussolini,Turin,Czechoslovakia,Home win
Italy,Spain,1,0,1,0,35000,"Giovanni Berta, Florence",Quarter-finals,1934-05-31,Italy,1934,Giovanni Ferrari@44,Luis Regueiro@30,0,0,1934-0879,2,1-1,0,False,Knockout,1930s,Giovanni Berta,Florence,Draw,Draw
Germany,Sweden,2,0,1,0,3000,"San Siro, Milan",Quarter-finals,1934-05-31,Italy,1934,"Karl Hohmann@60,Karl Hohmann@63",Gösta Dunker@82,0,0,1934-0880,3,2-1,1,False,Knockout,1930s,San Siro,Milan,Germany,Home win
Zaire,Scotland,0,0,2,0,27000,"Westfalenstadion, Dortmund",First round,1974-06-14,Germany,1974,,"Peter Lorimer@26,Joe Jordan@34",0,0,1974-0881,2,0-2,2,False,Group,1970s,Westfalenstadion,Dortmund,Scotland,Away win
Brazil,Yugoslavia,0,0,0,0,62000,"Waldstadion, Frankfurt/Main",First round,1974-06-13,Germany,1974,,,0,0,1974-0882,0,0-0,0,False,Group,1970s,Waldstadion,Frankfurt/Main,Draw,Draw
Brazil,Italy,4,0,1,0,107412,"Estadio Azteca, Mexico City",Final,1970-06-21,Mexico,1970,"Pelé@18,Gérson@66,Jairzinho@71,Carlos Alberto Torres@86",Roberto Boninsegna@37,0,0,1970-0883,5,4-1,3,False,Final,1970s,Estadio Azteca,Mexico City,Brazil,Home win
West Germany,Uruguay,1,0,0,0,104403,"Estadio Azteca, Mexico City",Third-place match,1970-06-20,Mexico,1970,Wolfgang Overath@26,,0,0,1970-0884,1,1-0,1,False,Placement,1970s,Estadio Azteca,Mexico City,West Germany,Home win
Soviet Union,Uruguay,2,0,1,0,9973,"Carlos Dittborn, Arica",Group stage,1962-06-06,Chile,1962,"Aleksei Mamykin@38,Valentin Kozmich Ivanov@89",José Sasía@54,0,0,1962-0885,3,2-1,1,False,Group,1960s,Carlos Dittborn,Arica,Soviet Union,Home win
Hungary,Argentina,0,0,0,0,7945,"Estadio El Teniente-Codelco, Rancagua",Group stage,1962-06-06,Chile,1962,,,0,0,1962-0886,0,0-0,0,False,Group,1960s,Estadio El Teniente-Codelco,Rancagua,Draw,Draw
Brazil,Spain,2,0,1,0,18715,"Estadio Sausalito, Vina Del Mar",Group stage,1962-06-06,Chile,1962,"Amarildo Tavares da Silveira@72,Amarildo Tavares da Silveira@86",Adelardo Rodríguez@35,0,0,1962-0887,3,2-1,1,False,Group,1960s,Estadio Sausalito,Vina Del Mar,Brazil,Home win
Spain,Mexico,1,0,0,0,11875,"Estadio Sausalito, Vina Del Mar",Group stage,1962-06-03,Chile,1962,Joaquín Peiró@90,,0,0,1962-0888,1,1-0,1,False,Group,1960s,Estadio Sausalito,Vina Del Mar,Spain,Home win
Soviet Union,Colombia,4,0,4,0,8040,"Carlos Dittborn, Arica",Group stage,1962-06-03,Chile,1962,"Valentin Kozmich Ivanov@8,Igor Chislenko@10,Valentin Kozmich Ivanov@11,Viktor Ponedelnik@56","Germán Aceros@21,Marcos Coll@68,Antonio Rada@72,Marino Klinger@76",0,0,1962-0889,8,4-4,0,False,Group,1960s,Carlos Dittborn,Arica,Draw,Draw
Hungary,Bulgaria,6,0,1,0,7442,"Estadio El Teniente-Codelco, Rancagua",Group stage,1962-06-03,Chile,1962,"Flórián Albert@1,Flórián Albert@6,Lajos Tichy@8,Ern Solymosi@12,Flórián Albert@53,Lajos Tichy@70",Georgi Sokolov@64,0,0,1962-0890,7,6-1,5,False,Group,1960s,Estadio El Teniente-Codelco,Rancagua,Hungary,Home win
West Germany,Switzerland,2,0,1,0,64922,"Nacional, Santiago De Chile",Group stage,1962-06-03,Chile,1962,"Albert Brülls@45,Uwe Seeler@59",Heinz Schneiter@73,0,0,1962-0891,3,2-1,1,False,Group,1960s,Nacional,Santiago De Chile,West Germany,Home win
Brazil,Mexico,5,0,0,0,13470,"Charmilles, Geneva",Group stage,1954-06-16,Switzerland,1954,"Baltazar@23,Didi@30,José Lázaro Robles@34,José Lázaro Robles@43,Júlio Botelho@69",,0,0,1954-0892,5,5-0,5,False,Group,1950s,Charmilles,Geneva,Brazil,Home win
Chile,Italy,2,0,0,0,66057,"Nacional, Santiago De Chile",Group stage,1962-06-02,Chile,1962,"Jaime Ramírez@73,Jorge Toro@87",,0,0,1962-0893,2,2-0,2,False,Group,1960s,Nacional,Santiago De Chile,Chile,Home win
Austria,Scotland,1,0,0,0,25000,"Hardturm, Zurich",Group stage,1954-06-16,Switzerland,1954,Erich Probst@33,,0,0,1954-0894,1,1-0,1,False,Group,1950s,Hardturm,Zurich,Austria,Home win
Brazil,Czechoslovakia,0,0,0,0,14903,"Estadio Sausalito, Vina Del Mar",Group stage,1962-06-02,Chile,1962,,,0,0,1962-0895,0,0-0,0,False,Group,1960s,Estadio Sausalito,Vina Del Mar,Draw,Draw
Sweden,Spain,3,0,1,0,11227,"Pacaembu, Sao Paulo",Final stage,1950-07-16,Brazil,1950,"Stig Sundqvist@15,Bror Mellberg@33,Karl-Erik Palmér@80",Telmo Zarra@82,0,0,1950-0896,4,3-1,2,False,Final,1950s,Pacaembu,Sao Paulo,Sweden,Home win
